City,State,"American Indian- and Alaska Native-owned firms, percent, 2007  ","Mean travel time to work (minutes), workers age 16+, 2006-2010  ","Manufacturers shipments, 2007 ($1000)  ","Persons under 18 years, percent, 2010  ","Persons below poverty level, percent, 2006-2010  ","Foreign born persons, percent,  2006-2010  ","Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007  ","Bachelor's degree or higher, pct of persons age 25+, 2006-2010  ","Asian persons, percent, 2010 (a)  ","Persons 65 years and over, percent,  2010  ","Hispanic-owned firms, percent, 2007  ","Population, 2010  ","Persons reporting two or more races, percent, 2010  ","Total number of firms, 2007  ","Homeownership rate, 2006-2010  ","Persons under 5 years, percent, 2010  ","Persons per household, 2006-2010  ",FIPS Code  ,"Households, 2006-2010  ","Housing units in multi-unit structures, percent, 2006-2010  ","Persons per square mile, 2010  ","Merchant wholesaler sales, 2007 ($1000)  ","Women-owned firms, percent, 2007  ","American Indian and Alaska Native persons, percent, 2010 (a)  ","Asian-owned firms, percent, 2007  ","Persons of Hispanic or Latino origin, percent, 2010 (b)  ","Retail sales, 2007 ($1000)  ","Black-owned firms, percent, 2007  ","Black persons, percent, 2010 (a)  ","Housing units, 2010  ","White persons, percent, 2010 (a)  ","Population, 2000  ","Retail sales per capita, 2007  ","White persons not Hispanic, percent, 2010  ","Population, 2011 estimate  ","Median value of owner-occupied housing units, 2006-2010  ","Language other than English spoken at home, pct age 5+, 2006-2010  ","Living in same house 1 year &amp; over, 2006-2010  ","Population, percent change, 2000 to 2010  ","Land area in square miles, 2010  ","Native Hawaiian and Other Pacific Islander, percent, 2010 (a)  ",Per capita money income in past 12 months (2010 dollars) 2006-2010  ,"Female persons, percent, 2010  ","Accommodation and food services sales, 2007 ($1000)  ","High school graduates, percent of persons age 25+, 2006-2010  ",Median household income 2006-2010  
Live Oak ,Florida,F,19.8,NA,0.266,0.224,0.08,F,0.092,0.01,0.158,F,"6,850",0.024,821,0.561,0.088,2.74,40875,"2,345",0.17,904.6,50053000,0.185,0.005,S,0.162,187511000,0.096,0.35,"2,951",0.544,"6,480","$26,347 ",0.466,NA,"$86,800 ",0.095,0.774,0.057,7.57,0.001,"$15,060 ",0.51,27958000,0.758,"$27,166 "
Viera East ,Florida,F,24.2,NA,0.203,0.043,0.087,F,0.413,0.033,0.296,F,"10,757",0.027,F,0.842,0.045,2.42,74368,"4,733",0.114,"2,121.30",NA,F,0.002,F,0.079,NA,F,0.048,"4,990",0.879,NA,NA,0.818,NA,"$235,500 ",0.082,0.868,NA,5.07,Z,"$31,633 ",0.524,NA,0.953,"$69,752 "
Parkland ,Florida,S,28.8,NA,0.312,0.064,0.199,F,0.55,0.059,0.077,S,"23,962",0.019,"2,891",0.811,0.053,3.17,55125,"7,073",0.164,"1,943.40",57679000,0.215,0.001,0.068,0.13,59193000,S,0.065,"8,292",0.84,"13,835","$2,491 ",0.731,NA,"$610,100 ",0.255,0.845,0.732,12.33,Z,"$47,214 ",0.512,4542000,0.965,"$106,662 "
Apollo Beach ,Florida,F,30.9,NA,0.21,0.042,0.097,F,0.286,0.025,0.157,S,"14,055",0.022,"1,167",0.805,0.064,2.54,1675,"5,298",0.067,708.5,7377000,0.418,0.004,S,0.127,38743000,S,0.059,"6,694",0.864,"7,444",NA,0.773,NA,"$257,600 ",0.138,0.844,0.888,19.84,Z,"$40,355 ",0.507,3190000,0.91,"$67,538 "
Satellite Beach ,Florida,F,23.5,NA,0.206,0.051,0.054,F,0.367,0.018,0.203,S,"10,109",0.022,"1,022",0.782,0.042,2.44,64400,"4,340",0.232,"3,463.20",D,S,0.003,F,0.058,57868000,F,0.02,"4,953",0.929,"9,577","$4,930 ",0.885,NA,"$253,400 ",0.068,0.834,0.056,2.92,Z,"$31,333 ",0.514,10276000,0.949,"$55,552 "
Horizon West ,Florida,F,25.2,NA,0.269,0.049,0.208,F,0.49,0.082,0.049,F,"14,000",0.033,F,0.694,0.087,2.74,32610,"3,687",0.124,425,NA,F,0.003,F,0.198,NA,F,0.064,"5,844",0.78,NA,NA,0.633,NA,"$296,700 ",0.305,0.733,NA,32.94,0.002,"$32,800 ",0.509,NA,0.961,"$72,196 "
Lauderhill ,Florida,S,28.8,NA,0.256,0.221,0.345,F,0.191,0.016,0.129,0.098,"66,887",0.025,"6,888",0.623,0.077,2.75,39550,"24,265",0.631,"7,844.10",104583000,0.423,0.003,0.03,0.074,355853000,0.574,0.759,"29,519",0.182,"57,585","$5,311 ",0.137,NA,"$162,100 ",0.223,0.836,0.162,8.53,Z,"$18,859 ",0.542,48658000,0.833,"$38,445 "
Warm Mineral Springs ,Florida,F,20.7,NA,0.055,0.133,0.171,F,0.168,0.003,0.684,F,"5,061",0.01,F,0.94,0.017,1.9,75175,"2,800",0.014,"2,203.30",NA,F,0.002,F,0.033,NA,F,0.015,"4,021",0.965,"4,811",NA,0.943,NA,"$119,700 ",0.116,0.875,0.052,2.3,Z,"$24,766 ",0.533,NA,0.877,"$37,348 "
Groveland ,Florida,F,28.7,NA,0.303,0.085,0.129,F,0.151,0.025,0.101,S,"8,729",0.043,827,0.832,0.079,3.09,27800,"2,465",0.04,582.6,D,0.272,0.01,S,0.259,54775000,S,0.17,"3,369",0.656,"2,360","$7,787 ",0.509,NA,"$191,900 ",0.185,0.828,2.699,14.98,0.001,"$18,597 ",0.502,4341000,0.825,"$52,822 "
Kendall West ,Florida,S,37.4,NA,0.231,0.104,0.597,F,0.26,0.012,0.112,0.812,"36,154",0.022,"5,489",0.629,0.057,3.2,36121,"11,036",0.446,"13,146.90",31913000,0.345,0.002,S,0.883,149670000,S,0.032,"12,317",0.898,"38,034",NA,0.082,NA,"$229,500 ",0.898,0.875,-0.049,2.75,Z,"$18,941 ",0.531,9888000,0.826,"$45,431 "
Medulla ,Florida,F,24.4,NA,0.272,0.083,0.082,F,0.285,0.012,0.09,S,"8,892",0.027,620,0.65,0.079,2.72,43925,"3,016",0.254,"1,592.10",47850000,0.2,0.004,F,0.134,127124000,S,0.137,"3,666",0.789,"6,637",NA,0.699,NA,"$204,200 ",0.109,0.822,0.34,5.59,Z,"$24,221 ",0.518,12818000,0.917,"$53,247 "
Bayshore Gardens ,Florida,F,21.6,NA,0.19,0.166,0.15,F,0.122,0.011,0.263,S,"16,323",0.028,"1,059",0.699,0.064,2.24,4350,"7,420",0.357,"4,659.70",D,S,0.005,S,0.19,343480000,F,0.074,"9,744",0.81,"17,350",NA,0.71,NA,"$105,300 ",0.236,0.829,-0.059,3.5,0.001,"$20,087 ",0.529,20199000,0.837,"$34,035 "
Gonzalez ,Florida,F,24.6,NA,0.25,0.084,0.042,F,0.278,0.017,0.125,F,"13,273",0.024,"1,076",0.853,0.058,2.65,26700,"4,662",0.086,878.5,D,S,0.009,F,0.029,6895000,S,0.106,"5,244",0.839,"11,365",NA,0.818,NA,"$175,000 ",0.051,0.884,0.168,15.11,Z,"$29,549 ",0.516,NA,0.918,"$71,744 "
Country Walk ,Florida,F,34.6,NA,0.279,0.044,0.465,F,0.359,0.027,0.085,0.665,"15,997",0.026,"1,587",0.865,0.065,3.46,15055,"4,602",0.011,"6,202.80",210771000,0.214,0.001,F,0.702,21603000,S,0.1,"4,897",0.82,"10,653",NA,0.166,NA,"$307,200 ",0.732,0.9,0.502,2.58,0.001,"$26,012 ",0.52,D,0.884,"$77,754 "
Belle Glade ,Florida,F,22.4,NA,0.314,0.336,0.246,F,0.136,0.005,0.1,0.183,"17,467",0.02,"1,064",0.407,0.095,3.03,5200,"5,832",0.464,"3,109.10",236082000,S,0.002,0.092,0.342,153722000,0.348,0.563,"6,368",0.311,"14,906","$9,120 ",0.088,NA,"$143,700 ",0.351,0.9,0.172,5.62,0.002,"$14,490 ",0.5,15320000,0.624,"$28,641 "
St. Petersburg ,Florida,0.001,22,1601190000,0.195,0.143,0.103,S,0.278,0.032,0.157,0.053,"244,769",0.025,"25,606",0.647,0.054,2.26,63000,"106,755",0.354,"3,964.40",806315000,0.305,0.003,0.038,0.066,3261728000,0.1,0.239,"129,401",0.687,"248,232","$13,305 ",0.643,NA,"$177,800 ",0.115,0.836,-0.014,61.74,0.001,"$26,735 ",0.519,451105000,0.872,"$44,041 "
Port St. Lucie ,Florida,S,30.9,408373000,0.244,0.11,0.169,F,0.176,0.02,0.158,0.176,"164,603",0.03,"15,752",0.793,0.062,2.74,58715,"56,408",0.075,"1,444.50",108865000,0.328,0.004,S,0.184,2177309000,0.134,0.163,"70,877",0.743,"88,769","$14,496 ",0.616,NA,"$193,200 ",0.218,0.825,0.854,113.95,0.001,"$22,793 ",0.514,127476000,0.868,"$49,657 "
New Smyrna Beach ,Florida,F,23,NA,0.139,0.121,0.032,F,0.275,0.011,0.316,S,"22,464",0.014,"3,197",0.719,0.037,2.08,48625,"10,754",0.38,648.4,13843000,0.298,0.003,F,0.028,457208000,F,0.059,"16,847",0.908,"20,048","$19,857 ",0.888,NA,"$241,300 ",0.048,0.821,0.121,34.64,Z,"$30,275 ",0.521,60530000,0.922,"$46,056 "
Englewood ,Florida,F,21.2,NA,0.085,0.116,0.057,F,0.196,0.007,0.473,F,"14,863",0.01,"1,807",0.8,0.018,1.93,20825,"8,106",0.094,"1,517.70",5897000,S,0.002,F,0.025,284313000,F,0.003,"10,942",0.971,"16,196",NA,0.953,NA,"$155,700 ",0.044,0.88,-0.082,9.79,Z,"$25,309 ",0.524,20508000,0.899,"$36,787 "
Cheval ,Florida,F,30.9,NA,0.256,0.047,0.174,F,0.495,0.061,0.096,S,"10,702",0.03,879,0.532,0.063,2.42,11912,"4,258",0.41,"1,796.20",D,0.433,0.003,S,0.188,56459000,F,0.076,"4,702",0.803,"7,602",NA,0.66,NA,"$342,100 ",0.244,0.814,0.408,5.96,0.001,"$38,944 ",0.519,3017000,0.952,"$64,766 "
Kathleen ,Florida,F,27.6,NA,0.262,0.172,0.039,F,0.104,0.006,0.109,F,"6,332",0.024,F,0.812,0.064,2.95,35950,"2,297",0,880.1,NA,F,0.005,F,0.121,NA,F,0.021,"2,397",0.905,"3,280",NA,0.834,NA,"$125,800 ",0.071,0.78,0.93,7.2,Z,"$18,434 ",0.503,NA,0.77,"$47,757 "
Hudson ,Florida,S,28.3,NA,0.126,0.149,0.064,F,0.179,0.012,0.348,S,"12,158",0.015,"1,426",0.785,0.03,2.19,32825,"5,915",0.088,"1,925.00",33702000,S,0.004,F,0.05,134550000,F,0.007,"7,848",0.953,"12,765",NA,0.916,NA,"$172,500 ",0.056,0.79,-0.048,6.32,Z,"$25,685 ",0.511,D,0.853,"$38,669 "
Milton ,Florida,F,27.3,NA,0.246,0.142,0.065,F,0.214,0.022,0.15,F,"8,826",0.04,"1,167",0.643,0.073,2.39,45750,"3,465",0.239,"1,616.50",D,0.284,0.007,S,0.048,194587000,S,0.139,"4,021",0.774,"7,045","$22,809 ",0.747,NA,"$124,600 ",0.057,0.785,0.253,5.46,0.003,"$18,996 ",0.519,28831000,0.829,"$40,648 "
Bartow ,Florida,F,22.4,1145684000,0.258,0.141,0.093,F,0.212,0.011,0.148,0.065,"17,298",0.025,"1,408",0.729,0.076,2.71,3675,"5,909",0.142,377.1,66840000,S,0.003,S,0.147,430408000,S,0.237,"7,130",0.676,"15,340","$25,572 ",0.591,NA,"$137,500 ",0.144,0.819,0.128,45.87,0.001,"$21,262 ",0.53,33555000,0.837,"$47,361 "
Cutler Bay ,Florida,F,36.7,NA,0.258,0.105,0.333,F,0.31,0.023,0.106,F,"40,286",0.032,F,0.75,0.068,3.09,15968,"12,374",0.151,"4,096.20",NA,F,0.002,F,0.545,NA,F,0.142,"14,620",0.773,NA,NA,0.285,NA,"$270,500 ",0.54,0.876,NA,9.84,0.001,"$25,193 ",0.517,NA,0.881,"$61,370 "
Florida City ,Florida,F,32.1,NA,0.348,0.4,0.289,F,0.101,0.003,0.069,S,"11,245",0.026,661,0.373,0.105,3.64,22975,"2,883",0.373,"1,888.60",60368000,0.316,0.002,F,0.424,239554000,S,0.524,"3,792",0.391,"7,843","$24,580 ",0.056,NA,"$181,300 ",0.455,0.834,0.434,5.95,Z,"$9,337 ",0.525,31736000,0.567,"$25,132 "
South Venice ,Florida,F,22.7,NA,0.167,0.091,0.055,F,0.201,0.01,0.253,S,"13,949",0.014,"1,446",0.81,0.043,2.2,68100,"6,343",0.09,"2,316.00",D,0.295,0.002,F,0.036,337880000,F,0.006,"7,763",0.957,"13,539",NA,0.934,NA,"$189,200 ",0.053,0.868,0.03,6.02,Z,"$25,568 ",0.516,9448000,0.912,"$44,785 "
Zephyrhills South ,Florida,F,24.1,NA,0.113,0.189,0.127,F,0.074,0.006,0.448,F,"5,276",0.014,F,0.869,0.031,2.03,79237,"2,800",0.032,"2,702.90",NA,F,0.005,F,0.053,NA,F,0.013,"4,231",0.948,"4,435",NA,0.916,NA,"$40,100 ",0.094,0.795,0.19,1.95,Z,"$18,932 ",0.514,NA,0.792,"$29,683 "
Four Corners ,Florida,F,26.3,NA,0.237,0.133,0.191,F,0.232,0.025,0.127,S,"26,116",0.035,"1,080",0.607,0.066,2.64,24581,"9,673",0.281,563.3,D,S,0.005,F,0.301,91929000,S,0.08,"26,531",0.761,NA,NA,0.581,NA,"$186,300 ",0.289,0.737,NA,46.36,0.001,"$22,337 ",0.514,174180000,0.916,"$49,108 "
West Vero Corridor ,Florida,S,20.4,NA,0.069,0.092,0.08,F,0.203,0.006,0.582,F,"7,138",0.008,604,0.713,0.016,1.7,76937,"4,080",0.297,"1,469.90",D,S,0.001,F,0.052,305560000,F,0.008,"5,717",0.963,"7,695",NA,0.928,NA,"$78,400 ",0.079,0.886,-0.072,4.86,Z,"$27,881 ",0.567,18322000,0.938,"$33,500 "
Marianna ,Florida,F,13.9,NA,0.248,0.232,0.036,F,0.174,0.009,0.177,F,"6,102",0.025,573,0.595,0.078,1.91,43175,"1,924",0.228,465.2,23620000,S,0.004,S,0.027,199514000,F,0.42,"3,038",0.533,"6,230","$32,081 ",0.52,NA,"$95,900 ",0.06,0.592,-0.021,13.12,0.001,"$13,273 ",0.528,15458000,0.739,"$22,059 "
Floral City ,Florida,F,30.4,NA,0.159,0.144,0.044,F,0.131,0.003,0.302,F,"5,217",0.012,F,0.904,0.04,2.41,22775,"2,038",0.029,223.6,NA,F,0.005,F,0.032,NA,F,0.013,"2,912",0.962,"4,989",NA,0.937,NA,"$122,500 ",0.026,0.934,0.046,23.34,Z,"$19,977 ",0.509,NA,0.84,"$37,857 "
Zephyrhills West ,Florida,F,21.9,NA,0.084,0.154,0.043,F,0.069,0.005,0.553,S,"5,865",0.009,202,0.811,0.021,2.01,79243,"2,921",0.023,"2,186.00",898000,S,0.003,F,0.036,57464000,F,0.009,"4,571",0.968,"5,242",NA,0.94,NA,"$72,400 ",0.072,0.808,0.119,2.68,0.001,"$19,621 ",0.528,3254000,0.844,"$34,451 "
Eustis ,Florida,F,26.2,NA,0.234,0.143,0.065,F,0.185,0.012,0.208,S,"18,558",0.024,"1,718",0.678,0.066,2.44,21350,"7,491",0.195,"1,768.10",19449000,0.222,0.004,S,0.119,221542000,S,0.174,"8,871",0.749,"15,106","$11,679 ",0.679,NA,"$167,400 ",0.076,0.805,0.229,10.5,Z,"$23,279 ",0.529,31221000,0.856,"$42,527 "
Orlovista ,Florida,F,31.9,NA,0.267,0.278,0.304,F,0.119,0.068,0.083,0.091,"6,123",0.059,526,0.54,0.074,3.3,53100,"2,226",0.136,"3,338.60",17901000,S,0.01,0.144,0.214,97557000,S,0.384,"2,407",0.38,"6,047",NA,0.278,NA,"$145,800 ",0.398,0.811,0.013,1.83,0.002,"$14,597 ",0.501,11308000,0.77,"$37,224 "
Indiantown ,Florida,F,26.2,NA,0.289,0.405,0.352,F,0.052,0.002,0.147,S,"6,083",0.027,227,0.716,0.088,4.3,33700,"1,383",0.112,"1,045.00",D,S,0.034,F,0.646,34518000,S,0.146,"1,794",0.489,"5,588",NA,0.206,NA,"$146,600 ",0.684,0.882,0.089,5.82,0.004,"$11,729 ",0.447,2975000,0.51,"$38,072 "
Hialeah Gardens ,Florida,S,27.7,NA,0.223,0.147,0.657,F,0.145,0.007,0.138,0.824,"21,744",0.014,"3,467",0.69,0.057,3.32,30025,"6,344",0.355,"6,690.50",241782000,0.277,0.001,S,0.949,421477000,0.047,0.022,"6,629",0.929,"19,297","$21,051 ",0.041,NA,"$208,500 ",0.955,0.931,0.127,3.25,Z,"$16,899 ",0.521,12328000,0.721,"$43,861 "
Stuart ,Florida,F,18.5,218438000,0.169,0.142,0.097,F,0.273,0.011,0.251,S,"15,593",0.022,"4,501",0.61,0.051,2.06,68875,"7,182",0.678,"2,344.50",285976000,0.277,0.003,S,0.123,865553000,0.032,0.12,"9,869",0.8,"14,633","$54,468 ",0.731,NA,"$150,700 ",0.105,0.749,0.066,6.65,0.001,"$27,231 ",0.529,100766000,0.87,"$39,909 "
Merritt Island ,Florida,F,23.6,D,0.192,0.081,0.083,F,0.301,0.022,0.208,0.027,"34,743",0.026,"4,147",0.784,0.042,2.37,44275,"14,247",0.206,"1,984.00",31627000,0.215,0.005,0.038,0.061,850161000,S,0.049,"17,036",0.887,"36,090",NA,0.842,NA,"$229,900 ",0.085,0.887,-0.037,17.51,0.001,"$33,887 ",0.51,82261000,0.922,"$57,962 "
Lutz ,Florida,F,28.8,NA,0.225,0.066,0.097,F,0.377,0.025,0.123,0.139,"19,344",0.021,"2,742",0.865,0.048,2.72,41775,"7,083",0.078,784.7,24407000,0.243,0.004,F,0.128,143724000,S,0.048,"7,822",0.888,"17,081",NA,0.784,NA,"$269,900 ",0.14,0.919,0.132,24.65,0.001,"$35,714 ",0.501,11164000,0.928,"$76,816 "
Wilton Manors ,Florida,F,21.8,NA,0.1,0.097,0.171,F,0.347,0.022,0.151,S,"11,632",0.019,"1,862",0.528,0.029,1.95,78000,"5,975",0.537,"5,943.80",18281000,S,0.003,S,0.129,142179000,0.06,0.124,"7,162",0.808,"12,697","$11,260 ",0.712,NA,"$340,200 ",0.222,0.743,-0.084,1.96,Z,"$38,835 ",0.369,36062000,0.886,"$49,991 "
Pine Hills ,Florida,F,30,NA,0.298,0.171,0.264,F,0.145,0.038,0.092,0.159,"60,076",0.034,"2,679",0.597,0.079,3.15,56825,"20,888",0.26,"4,904.60",D,S,0.005,0.145,0.139,113500000,0.363,0.676,"22,812",0.196,"41,764",NA,0.13,NA,"$156,800 ",0.299,0.774,0.438,12.25,0.001,"$15,765 ",0.53,28622000,0.771,"$39,324 "
Orange City ,Florida,F,25.5,NA,0.184,0.176,0.032,F,0.172,0.015,0.294,S,"10,599",0.022,"1,048",0.659,0.051,2.04,51825,"4,877",0.27,"1,497.90",33191000,0.265,0.004,S,0.169,430606000,F,0.065,"5,917",0.857,"6,604","$45,461 ",0.741,NA,"$98,100 ",0.098,0.815,0.605,7.08,Z,"$21,051 ",0.549,47114000,0.847,"$30,111 "
Brandon ,Florida,0.009,25.4,NA,0.233,0.092,0.117,F,0.271,0.035,0.094,0.164,"103,483",0.035,"8,748",0.604,0.064,2.6,8150,"37,919",0.355,"3,126.30",698892000,0.284,0.004,0.051,0.21,1777161000,0.098,0.161,"43,352",0.72,"77,895",NA,0.579,NA,"$190,700 ",0.221,0.807,0.328,33.1,0.001,"$25,890 ",0.512,219005000,0.896,"$55,881 "
Estero ,Florida,F,22.4,NA,0.092,0.062,0.116,F,0.401,0.013,0.42,S,"22,612",0.009,"2,417",0.885,0.028,2.05,21150,"10,444",0.3,"1,129.20",11268000,0.266,0.001,S,0.059,422498000,F,0.01,"18,479",0.952,"9,503",NA,0.911,NA,"$311,700 ",0.124,0.878,1.379,20.02,Z,"$47,967 ",0.52,105370000,0.918,"$63,101 "
Tampa ,Florida,S,22.6,2836469000,0.226,0.195,0.148,S,0.312,0.034,0.11,0.206,"335,709",0.032,"38,665",0.551,0.064,2.41,71000,"133,277",0.376,"2,960.20",6460543000,0.279,0.004,0.04,0.231,6572083000,0.113,0.262,"157,130",0.629,"303,447","$19,627 ",0.463,NA,"$199,300 ",0.251,0.775,0.106,113.41,0.001,"$28,362 ",0.511,1376201000,0.836,"$43,117 "
Palmetto Estates ,Florida,F,34.7,NA,0.239,0.117,0.421,F,0.218,0.033,0.112,0.466,"13,535",0.04,"2,095",0.823,0.055,3.48,54300,"3,918",0.049,"6,260.40",1818000,S,0.001,S,0.431,41784000,0.3,0.418,"4,211",0.474,"13,675",NA,0.114,NA,"$250,000 ",0.544,0.948,-0.01,2.16,0.001,"$21,432 ",0.517,D,0.835,"$60,764 "
Port St. John ,Florida,F,26.7,NA,0.227,0.074,0.041,F,0.164,0.01,0.124,F,"12,267",0.023,756,0.863,0.056,2.7,58700,"4,699",0.075,"3,168.10",899000,S,0.005,F,0.06,72795000,F,0.055,"5,183",0.895,"12,112",NA,0.849,NA,"$162,400 ",0.062,0.852,0.013,3.87,0.003,"$24,573 ",0.502,13299000,0.919,"$56,953 "
Longwood ,Florida,F,23.8,197494000,0.214,0.068,0.083,F,0.258,0.034,0.164,0.114,"13,657",0.025,"2,791",0.773,0.051,2.75,41250,"4,969",0.068,"2,505.00",439765000,0.261,0.005,0.059,0.158,630289000,S,0.051,"5,680",0.855,"13,745","$46,567 ",0.741,NA,"$218,300 ",0.146,0.89,-0.006,5.45,0.001,"$25,445 ",0.522,40589000,0.911,"$57,439 "
Naples ,Florida,F,16.6,NA,0.104,0.061,0.106,F,0.489,0.006,0.485,0.134,"19,537",0.01,"10,114",0.789,0.021,2.02,47625,"9,991",0.631,"1,587.60",119177000,0.256,0.001,0.013,0.045,1541798000,0.032,0.042,"17,753",0.933,"20,976","$70,363 ",0.899,NA,"$845,100 ",0.085,0.889,-0.069,12.31,Z,"$77,973 ",0.538,367896000,0.954,"$75,836 "
Highland City ,Florida,F,23.7,NA,0.267,0.029,0.043,F,0.284,0.042,0.087,F,"10,834",0.02,F,0.859,0.068,2.8,30225,"3,642",0.036,"1,353.10",NA,F,0.004,F,0.127,NA,F,0.095,"4,062",0.81,"2,051",NA,0.723,NA,"$193,800 ",0.114,0.887,4.282,8.01,Z,"$27,846 ",0.502,NA,0.921,"$67,232 "
Mango ,Florida,F,26.8,NA,0.28,0.173,0.084,F,0.07,0.015,0.095,S,"11,313",0.031,490,0.568,0.086,2.67,42850,"4,033",0.189,"2,426.60",8626000,0.167,0.008,F,0.247,144036000,S,0.154,"4,629",0.713,"8,842",NA,0.569,NA,"$134,700 ",0.181,0.766,0.279,4.66,0.002,"$17,158 ",0.517,7541000,0.755,"$38,332 "
Lake Mary ,Florida,F,24.3,299619000,0.226,0.053,0.157,F,0.42,0.06,0.141,S,"13,822",0.025,"2,672",0.825,0.05,2.89,38425,"4,696",0.116,"1,508.80",473543000,0.235,0.003,S,0.102,467903000,S,0.05,"5,728",0.845,"11,458","$31,059 ",0.77,NA,"$327,400 ",0.174,0.912,0.206,9.16,Z,"$35,764 ",0.515,93355000,0.938,"$79,750 "
Tallahassee ,Florida,S,17.8,574215000,0.172,0.285,0.077,F,0.449,0.037,0.081,0.048,"181,376",0.023,"15,796",0.429,0.055,2.23,70600,"73,289",0.426,"1,809.30",533689000,0.305,0.002,0.034,0.063,2927829000,0.163,0.35,"84,248",0.574,"150,624","$17,186 ",0.533,NA,"$194,500 ",0.1,0.647,0.204,100.25,0.001,"$23,598 ",0.529,514494000,0.909,"$37,451 "
Daytona Beach ,Florida,F,19.9,316341000,0.158,0.277,0.112,F,0.214,0.023,0.185,S,"61,005",0.023,"6,034",0.516,0.052,2.15,16525,"25,093",0.46,"1,044.40",447804000,S,0.004,0.037,0.062,1810604000,0.104,0.354,"33,920",0.578,"64,112","$28,168 ",0.544,NA,"$162,900 ",0.138,0.754,-0.048,58.41,Z,"$18,546 ",0.5,337122000,0.834,"$30,737 "
Williamsburg ,Florida,F,18.7,NA,0.146,0.083,0.172,F,0.308,0.064,0.219,S,"7,646",0.032,702,0.805,0.049,2.15,77735,"3,181",0.022,"2,130.40",D,S,0.002,S,0.172,40440000,S,0.04,"4,791",0.826,"6,736",NA,0.695,NA,"$218,400 ",0.302,0.906,0.135,3.59,0.006,"$29,218 ",0.518,6755000,0.95,"$52,699 "
Tavares ,Florida,S,23.3,NA,0.159,0.107,0.052,F,0.157,0.017,0.336,S,"13,951",0.018,"1,279",0.776,0.045,2.11,71225,"6,070",0.133,"1,468.20",11264000,0.302,0.004,S,0.078,116176000,S,0.102,"7,598",0.843,"9,700","$8,393 ",0.792,NA,"$145,800 ",0.059,0.821,0.438,9.5,0.001,"$24,397 ",0.511,8581000,0.864,"$39,379 "
Alafaya ,Florida,F,30.5,NA,0.265,0.106,0.198,F,0.436,0.068,0.057,F,"78,113",0.04,F,0.673,0.068,3.04,410,"25,431",0.233,"2,057.80",NA,F,0.003,F,0.326,NA,F,0.104,"30,012",0.715,NA,NA,0.489,NA,"$278,400 ",0.38,0.79,NA,37.96,0.001,"$25,655 ",0.509,NA,0.942,"$65,639 "
Gladeview ,Florida,F,29.9,204067000,0.292,0.34,0.194,F,0.069,0.002,0.098,0.48,"11,535",0.024,"1,365",0.497,0.086,3.24,25987,"3,339",0.298,"4,507.60",987669000,0.305,0.001,0.022,0.242,70808000,S,0.752,"4,141",0.174,"14,468",NA,0.014,NA,"$136,100 ",0.278,0.897,-0.203,2.56,0,"$11,478 ",0.524,3428000,0.724,"$26,059 "
Sarasota Springs ,Florida,F,21.1,NA,0.19,0.087,0.084,F,0.238,0.01,0.189,0.058,"14,395",0.022,"2,080",0.851,0.049,2.41,64325,"6,004",0.141,"4,108.20",D,S,0.003,S,0.109,50914000,S,0.019,"7,096",0.927,"15,875",NA,0.846,NA,"$197,200 ",0.106,0.912,-0.093,3.5,Z,"$26,080 ",0.518,8895000,0.879,"$51,914 "
Fort Meade ,Florida,F,23.6,NA,0.256,0.197,0.092,F,0.087,0.003,0.19,S,"5,626",0.019,327,0.719,0.074,2.6,24100,"2,199",0.091,"1,116.90",37040000,F,0.005,F,0.261,59682000,F,0.182,"2,453",0.683,"5,691","$10,410 ",0.542,NA,"$92,500 ",0.296,0.869,-0.011,5.04,Z,"$18,717 ",0.507,D,0.732,"$40,469 "
Southwest Ranches ,Florida,F,34.4,NA,0.238,0.015,0.211,F,0.357,0.028,0.116,0.352,"7,345",0.029,"1,394",0.95,0.039,3.3,68135,"2,210",0.005,562.5,25674000,S,0.006,F,0.333,49992000,S,0.054,"2,389",0.859,NA,"$6,939 ",0.564,NA,"$705,600 ",0.352,0.931,NA,13.06,Z,"$47,972 ",0.494,4051000,0.898,"$108,245 "
Maitland ,Florida,F,21.6,NA,0.218,0.068,0.122,F,0.568,0.035,0.138,0.038,"15,751",0.025,"3,150",0.664,0.05,2.39,42575,"6,274",0.416,"2,989.90",727004000,0.283,0.002,S,0.104,389391000,0.024,0.111,"8,137",0.806,"12,019","$26,693 ",0.736,NA,"$368,400 ",0.142,0.822,0.311,5.27,Z,"$47,176 ",0.518,50198000,0.939,"$77,673 "
West Park ,Florida,F,28.5,NA,0.271,0.167,0.312,F,0.118,0.01,0.103,S,"14,156",0.033,"1,403",0.697,0.075,3.29,76658,"4,340",0.135,"6,461.00",D,0.313,0.004,F,0.289,258074000,0.32,0.579,"4,711",0.328,NA,"$17,960 ",0.128,NA,"$200,400 ",0.392,0.834,NA,2.19,Z,"$16,263 ",0.519,6069000,0.752,"$44,362 "
The Acreage ,Florida,F,38.6,NA,0.262,0.065,0.17,F,0.208,0.026,0.075,F,"38,704",0.025,F,0.936,0.049,3.25,71564,"11,634",0.004,947.8,NA,F,0.003,F,0.178,NA,F,0.133,"13,291",0.789,NA,NA,0.644,NA,"$313,800 ",0.172,0.922,NA,40.84,0.001,"$27,488 ",0.494,NA,0.912,"$76,966 "
